14:33:40 - 来自: main.py:43 - <module>                          | 调用函数            | GameHelper.__init__                      | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>'}
14:34:01 -                 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[255 255 255]\n  [255 255 255]\n  [255 255 254]\n  ...\n  [253 252 254]\n  [253 252 254]\n  [253 252 254]]\n\n [[255 255 255]\n  [255 255 255]\n  [255 254 252]\n  ...\n  [253 252 254]\n  [253 252 254]\n  [253 252 254]]\n\n [[255 255 255]\n  [255 255 255]\n  [255 254 254]\n  ...\n  [253 253 252]\n  [253 252 253]\n  [253 252 254]]\n\n ...\n\n [[240 240 240]\n  [239 239 240]\n  [235 238 242]\n  ...\n  [233 235 249]\n  [234 238 242]\n  [237 241 240]]\n\n [[239 239 239]\n  [238 239 239]\n  [235 239 240]\n  ...\n  [237 237 247]\n  [237 237 246]\n  [238 238 244]]\n\n [[239 239 239]\n  [239 239 239]\n  [237 239 239]\n  ...\n  [240 237 245]\n  [239 237 245]\n  [237 238 244]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
14:34:01 -                 来自: main.py:317 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
14:34:01 -                 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[247 249 255]\n  [214 215 241]\n  [198 196 239]\n  ...\n  [206 201 239]\n  [229 225 249]\n  [247 245 254]]\n\n [[242 244 255]\n  [138 137 214]\n  [ 85  82 209]\n  ...\n  [105  94 208]\n  [165 156 232]\n  [224 221 250]]\n\n [[238 239 255]\n  [ 99  96 211]\n  [ 29  23 210]\n  ...\n  [ 42  30 206]\n  [ 94  83 214]\n  [176 171 239]]\n\n ...\n\n [[240 240 240]\n  [240 240 240]\n  [240 240 240]\n  ...\n  [238 240 240]\n  [238 240 240]\n  [238 240 240]]\n\n [[240 240 240]\n  [240 240 240]\n  [240 240 240]\n  ...\n  [238 239 240]\n  [238 240 240]\n  [238 240 240]]\n\n [[239 239 239]\n  [239 239 239]\n  [239 239 239]\n  ...\n  [237 239 239]\n  [237 239 239]\n  [237 239 239]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
14:34:01 -                 来自: main.py:317 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
14:34:01 -                 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[254 254 254]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [254 254 254]\n  [254 254 254]\n  [254 254 254]]\n\n [[254 254 254]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [253 253 253]\n  [253 253 253]\n  [253 253 253]]\n\n [[254 254 254]\n  [254 254 254]\n  [253 253 253]\n  ...\n  [252 252 252]\n  [253 253 253]\n  [253 253 253]]\n\n ...\n\n [[239 239 239]\n  [239 239 239]\n  [239 239 239]\n  ...\n  [238 238 238]\n  [240 240 240]\n  [241 241 241]]\n\n [[239 239 239]\n  [239 239 239]\n  [238 238 238]\n  ...\n  [240 240 240]\n  [241 241 241]\n  [240 240 240]]\n\n [[238 238 238]\n  [238 238 238]\n  [238 238 238]\n  ...\n  [239 239 239]\n  [239 239 239]\n  [239 239 239]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
14:34:01 -                 来自: main.py:317 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
14:34:01 -                 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[255 255 253]\n  [255 255 253]\n  [254 254 254]\n  ...\n  [255 254 255]\n  [254 254 255]\n  [253 255 255]]\n\n [[255 255 252]\n  [255 255 252]\n  [253 253 253]\n  ...\n  [255 254 255]\n  [254 255 255]\n  [253 255 254]]\n\n [[255 255 253]\n  [254 254 252]\n  [248 247 252]\n  ...\n  [254 254 254]\n  [254 255 253]\n  [254 255 253]]\n\n ...\n\n [[243 240 238]\n  [244 241 237]\n  [241 240 238]\n  ...\n  [236 237 240]\n  [236 241 236]\n  [236 241 235]]\n\n [[241 242 234]\n  [243 240 233]\n  [242 237 234]\n  ...\n  [238 237 239]\n  [238 240 235]\n  [238 240 235]]\n\n [[239 242 232]\n  [242 241 232]\n  [243 238 234]\n  ...\n  [241 237 239]\n  [239 238 236]\n  [239 239 236]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
14:34:01 -                 来自: main.py:317 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
14:34:01 -                 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[254 254 254]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [254 254 254]\n  [254 254 254]\n  [254 254 254]]\n\n [[254 254 254]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [254 254 254]\n  [254 254 254]\n  [254 254 254]]\n\n [[254 254 254]\n  [254 254 254]\n  [254 254 254]\n  ...\n  [254 254 254]\n  [254 254 254]\n  [254 254 254]]\n\n ...\n\n [[239 239 239]\n  [239 239 239]\n  [239 239 239]\n  ...\n  [239 237 241]\n  [239 236 242]\n  [238 236 241]]\n\n [[239 239 239]\n  [239 239 239]\n  [239 239 239]\n  ...\n  [238 237 239]\n  [237 235 240]\n  [237 236 240]]\n\n [[239 239 239]\n  [238 238 238]\n  [239 239 239]\n  ...\n  [238 237 239]\n  [236 235 240]\n  [236 235 239]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
14:34:01 -                 来自: main.py:317 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
14:34:01 -                 来自: main.py:317 - cards_info                       | 调用函数            | GameHelper.LocateAllOnImage              | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[246 252 255]\n  [227 237 248]\n  [203 208 240]\n  ...\n  [200 205 240]\n  [232 234 250]\n  [252 252 255]]\n\n [[241 248 255]\n  [194 202 236]\n  [126 127 211]\n  ...\n  [120 123 211]\n  [202 201 239]\n  [248 247 254]]\n\n [[242 245 255]\n  [182 184 235]\n  [ 92  85 209]\n  ...\n  [ 85  80 208]\n  [189 184 239]\n  [247 244 254]]\n\n ...\n\n [[238 237 241]\n  [237 237 242]\n  [238 236 243]\n  ...\n  [241 238 241]\n  [239 239 238]\n  [239 240 237]]\n\n [[236 237 241]\n  [236 237 241]\n  [237 237 241]\n  ...\n  [241 239 240]\n  [240 240 238]\n  [239 240 237]]\n\n [[236 237 239]\n  [236 237 239]\n  [237 237 239]\n  ...\n  [240 239 239]\n  [239 240 238]\n  [239 240 237]]]', 'region': '(54, 481, 1121, 82)', 'confidence': '0.8'}
14:34:01 -                 来自: main.py:317 - cards_info                       | 函数返回            | GameHelper.LocateAllOnImage              | 返回值: []
14:34:01 -             来自: main.py:376 - find_my_cards                    | 函数返回            | __main__.cards_info                      | 返回值: 
14:34:01 -         来自: main.py:683 - before_start                     | 函数返回            | __main__.find_my_cards                   | 返回值: 
14:34:01 -         来自: main.py:698 - before_start                     | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x00000258ABD03DC0>'}
14:34:01 -             来自: main.py:587 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'over', 'region': '(363, 350, 36, 147)', 'confidence': '0.9', 'img': 'None'}
14:34:01 -                 来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:01 -                 来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7E700>
14:34:01 -                 来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n ...\n\n [[218 227 236]\n  [217 226 235]\n  [209 218 232]\n  ...\n  [212 222 235]\n  [217 227 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]]', 'region': '(363, 350, 36, 147)', 'confidence': '0.9'}
14:34:01 -                 来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:01 -             来自: main.py:587 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
14:34:01 -             来自: main.py:587 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'over', 'region': '(363, 350, 36, 148)', 'confidence': '0.9', 'img': 'None'}
14:34:01 -                 来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:01 -                 来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7E2E0>
14:34:01 -                 来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n ...\n\n [[218 227 236]\n  [217 226 235]\n  [209 218 232]\n  ...\n  [212 222 235]\n  [217 227 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]]', 'region': '(363, 350, 36, 148)', 'confidence': '0.9'}
14:34:01 -                 来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:01 -             来自: main.py:587 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
14:34:01 -             来自: main.py:587 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'over', 'region': '(363, 350, 36, 149)', 'confidence': '0.9', 'img': 'None'}
14:34:01 -                 来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:01 -                 来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7BC40>
14:34:01 -                 来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 228 238]\n  [218 228 238]\n  [218 228 238]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n ...\n\n [[218 227 236]\n  [217 226 235]\n  [209 218 232]\n  ...\n  [212 222 235]\n  [217 227 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]\n\n [[218 227 236]\n  [218 227 236]\n  [218 227 236]\n  ...\n  [218 228 238]\n  [218 228 238]\n  [218 228 238]]]', 'region': '(363, 350, 36, 149)', 'confidence': '0.9'}
14:34:01 -                 来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:01 -             来自: main.py:587 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
14:34:01 -             来自: main.py:614 - detect_start_btn                 | 调用函数            | GameHelper.LocateOnScreen                | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'templateName': 'continue', 'region': '(544, 501, 173, 60)', 'confidence': '0.8', 'img': 'None'}
14:34:01 -                 来自: GameHelper.py:262 - LocateOnScreen             | 调用函数            | GameHelper.Screenshot                    | 参数: {'self': '<GameHelper.GameHelper object at 0x0000025880ABA490>', 'region': 'None'}
14:34:01 -                 来自: GameHelper.py:262 - LocateOnScreen             | 函数返回            | GameHelper.Screenshot                    | 返回值: <PIL.Image.Image image mode=RGB size=1280x720 at 0x258ABD7B670>
14:34:01 -                 来自: GameHelper.py:264 - LocateOnScreen             | 调用函数            | GameHelper.LocateOnImage                 | 参数: {'image': '[[[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n ...\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]\n\n [[0 0 0]\n  [0 0 0]\n  [0 0 0]\n  ...\n  [0 0 0]\n  [0 0 0]\n  [0 0 0]]]', 'template': '[[[ 89 156 229]\n  [ 89 156 230]\n  [ 88 155 231]\n  ...\n  [101 168 234]\n  [ 99 168 235]\n  [ 99 167 235]]\n\n [[ 88 154 228]\n  [ 88 154 229]\n  [ 87 154 230]\n  ...\n  [ 99 167 233]\n  [ 98 166 233]\n  [ 97 166 233]]\n\n [[ 87 153 227]\n  [ 87 153 228]\n  [ 85 153 229]\n  ...\n  [ 96 164 231]\n  [ 96 165 231]\n  [ 96 165 231]]\n\n ...\n\n [[ 55 116 193]\n  [ 56 115 184]\n  [ 57 116 176]\n  ...\n  [153 194 230]\n  [127 174 221]\n  [ 89 145 208]]\n\n [[ 63 127 207]\n  [ 64 127 203]\n  [ 64 128 198]\n  ...\n  [ 90 138 196]\n  [ 92 143 207]\n  [ 79 137 208]]\n\n [[ 62 128 209]\n  [ 61 127 207]\n  [ 58 125 202]\n  ...\n  [ 60 115 184]\n  [ 68 124 196]\n  [ 70 129 206]]]', 'region': '(544, 501, 173, 60)', 'confidence': '0.8'}
14:34:01 -                 来自: GameHelper.py:264 - LocateOnScreen             | 函数返回            | GameHelper.LocateOnImage                 | 返回值: None
14:34:01 -             来自: main.py:614 - detect_start_btn                 | 函数返回            | GameHelper.LocateOnScreen                | 返回值: None
